0.460000  0.004950 15.000000 5.750000 425.000000 39.559006
0.460000  0.005000 15.000000 5.750000 430.000000 39.317284  
0.460000  0.005050 15.000000 5.500000 430.000000 39.589901  
0.460000  0.005100 15.000000 5.000000 420.000000 39.983475  
0.460000  0.005100 14.500000 5.750000 425.000000 39.528629  
0.460000  0.005150 14.500000 5.500000 425.000000 39.301422  
0.460000  0.005200 14.500000 5.500000 430.000000 39.549038  
0.460000  0.005200 14.000000 6.000000 430.000000 39.804996  
0.460000  0.005250 14.000000 5.500000 420.000000 39.624138  
0.460000  0.005300 14.000000 5.500000 425.000000 39.323124  
0.460000  0.005350 14.000000 5.250000 425.000000 39.629242  
0.460000  0.005350 13.500000 6.000000 430.000000 39.710594  
0.460000  0.005400 13.500000 5.500000 420.000000 39.642273  
0.460000  0.005450 13.500000 5.500000 425.000000 39.368408  
0.460000  0.005500 13.500000 5.250000 425.000000 39.614616  
0.460000  0.005500 13.000000 6.000000 430.000000 39.711086  
0.460000  0.005550 13.000000 5.500000 420.000000 39.650948  
0.460000  0.005600 13.000000 5.500000 425.000000 39.358128  
0.460000  0.005650 13.000000 5.250000 425.000000 39.629597  
0.460000  0.005650 12.500000 6.000000 430.000000 39.771069  
0.460000  0.005700 12.500000 5.500000 420.000000 39.648312  
0.460000  0.005750 12.500000 5.500000 425.000000 39.321239  
0.460000  0.005800 12.500000 5.500000 430.000000 39.568607  
0.460000  0.005800 12.000000 6.000000 430.000000 39.940422  
0.460000  0.005850 12.000000 5.750000 425.000000 39.620106  
0.460000  0.005900 12.000000 5.500000 425.000000 39.362999  
0.460000  0.005950 12.000000 5.500000 430.000000 39.586231  
0.460000  0.006000 12.000000 5.000000 420.000000 39.905392  
0.460000  0.006000 11.500000 5.750000 425.000000 39.590263  
0.460000  0.006050 11.500000 5.750000 430.000000 39.401447  
0.460000  0.006100 11.500000 5.250000 420.000000 39.549477  
0.460000  0.006150 11.500000 5.250000 425.000000 39.623695  
0.460000  0.006150 11.000000 6.000000 430.000000 39.784519  
0.460000  0.006200 11.000000 5.750000 430.000000 39.671322  
0.460000  0.006250 11.000000 5.500000 425.000000 39.375435  
0.460000  0.006300 11.000000 5.500000 430.000000 39.586502  
0.460000  0.006350 11.000000 5.000000 420.000000 39.971092  
0.460000  0.006350 10.500000 5.750000 425.000000 39.680740  
0.460000  0.006400 10.500000 5.750000 430.000000 39.458744  
0.460000  0.006450 10.500000 5.250000 420.000000 39.611580  
0.460000  0.006500 10.500000 5.250000 425.000000 39.641460  
0.460000  0.006500 10.000000 5.750000 425.000000 39.825699  
0.460000  0.006550 10.000000 5.750000 430.000000 39.686680  
0.460000  0.006600 10.000000 5.500000 425.000000 39.417099  
0.460000  0.006650 10.000000 5.500000 430.000000 39.601486  
0.460000  0.006700 10.000000 5.000000 420.000000 39.886662  
0.460000  0.006700 9.500000 5.750000 425.000000 39.776115   
0.460000  0.006750 9.500000 5.750000 430.000000 39.529217   
0.460000  0.006800 9.500000 5.250000 420.000000 39.586971   
0.460000  0.006850 9.500000 5.250000 425.000000 39.611351   
0.460000  0.006900 9.000000 5.500000 420.000000 39.879486   
0.460000  0.006950 9.000000 5.500000 425.000000 39.472790   
0.460000  0.007000 9.000000 5.500000 430.000000 39.688099   
0.460000  0.007050 8.500000 5.750000 425.000000 39.923618   
0.460000  0.007100 8.500000 5.750000 430.000000 39.688877   
0.460000  0.007150 8.500000 5.500000 425.000000 39.635265   
0.460000  0.007200 8.500000 5.500000 430.000000 39.699768   
0.460000  0.007250 8.500000 5.000000 420.000000 39.879082   
0.460000  0.007300 8.000000 5.500000 425.000000 39.651657   
0.460000  0.007350 8.000000 5.250000 420.000000 39.755001   
0.460000  0.007400 8.000000 5.250000 425.000000 39.667812   
0.460000  0.007450 7.500000 5.750000 430.000000 39.922031   
0.460000  0.007500 7.500000 5.500000 425.000000 39.729790   
0.460000  0.007550 7.500000 5.500000 430.000000 39.787888   
0.460000  0.007600 7.500000 5.000000 420.000000 39.870701   
0.460000  0.007650 7.000000 5.500000 425.000000 39.842926   
0.460000  0.007700 7.000000 5.250000 420.000000 39.921902   
0.460000  0.007750 7.000000 5.250000 425.000000 39.769337   
0.460000  0.007850 6.500000 5.250000 420.000000 39.992500   
0.460000  0.007900 6.500000 5.250000 425.000000 39.953510   
0.460000  0.007950 6.500000 5.000000 420.000000 39.986691  
0.500000  0.007200 2.000000 7.500000 450.000000 39.527233  
0.500000  0.007250 2.000000 7.000000 440.000000 39.726803  
0.500000  0.007000 2.500000 7.500000 440.000000 39.890484  
0.500000  0.007050 2.500000 7.500000 440.000000 39.303959  
0.500000  0.007100 2.500000 7.000000 430.000000 39.837067  
0.500000  0.007150 2.500000 7.500000 450.000000 39.239502  
0.500000  0.007200 2.500000 7.500000 450.000000 39.441448  
0.500000  0.007250 2.500000 7.000000 440.000000 39.384464  
0.500000  0.006900 3.000000 8.000000 450.000000 39.867317  
0.500000  0.006950 3.000000 8.000000 450.000000 39.483368  
0.500000  0.007000 3.000000 7.500000 440.000000 38.826645  
0.500000  0.007050 3.000000 7.000000 430.000000 39.406391  
0.500000  0.007100 3.000000 7.500000 450.000000 38.966553  
0.500000  0.007150 3.000000 7.500000 450.000000 38.965549  
0.500000  0.007200 3.000000 7.000000 440.000000 38.938282  
0.500000  0.006850 3.500000 8.000000 450.000000 39.438129  
0.500000  0.006900 3.500000 8.000000 450.000000 39.118732  
0.500000  0.006950 3.500000 7.500000 440.000000 38.408936  
0.500000  0.007000 3.500000 7.000000 430.000000 38.926186  
0.500000  0.007050 3.500000 7.500000 450.000000 38.591858  
0.500000  0.007100 3.500000 7.500000 450.000000 38.699890  
0.500000  0.007150 3.500000 7.000000 440.000000 38.610409  
0.500000  0.007200 3.500000 6.500000 430.000000 39.666862  
0.500000  0.006800 4.000000 8.000000 450.000000 38.832718  
0.500000  0.006850 4.000000 7.500000 440.000000 38.403439  
0.500000  0.006900 4.000000 7.500000 440.000000 38.099819  
0.500000  0.006950 4.000000 7.000000 430.000000 38.459080  
0.500000  0.007000 4.000000 7.500000 450.000000 38.172531  
0.500000  0.007050 4.000000 7.000000 440.000000 38.331615  
0.500000  0.007100 4.000000 7.000000 440.000000 38.556091  
0.500000  0.007150 4.000000 6.500000 430.000000 39.453983  
0.500000  0.006700 4.500000 8.000000 450.000000 38.990387  
0.500000  0.006750 4.500000 8.000000 450.000000 38.350170  
0.500000  0.006800 4.500000 7.500000 440.000000 37.686668  
0.500000  0.006850 4.500000 7.000000 430.000000 38.232861  
0.500000  0.006900 4.500000 7.500000 450.000000 38.154198  
0.500000  0.006950 4.500000 7.500000 450.000000 38.109898  
0.500000  0.007000 4.500000 7.000000 440.000000 38.038734  
0.500000  0.007050 4.500000 6.500000 430.000000 39.100025  
0.500000  0.007100 4.500000 6.500000 430.000000 39.920383  
0.500000  0.006550 5.000000 8.000000 440.000000 39.785275  
0.500000  0.006600 5.000000 8.000000 450.000000 39.016781  
0.500000  0.006650 5.000000 8.000000 450.000000 38.023994  
0.500000  0.006700 5.000000 7.500000 440.000000 37.440449  
0.500000  0.006750 5.000000 7.500000 440.000000 37.753819  
0.500000  0.006800 5.000000 7.000000 430.000000 37.968956  
0.500000  0.006850 5.000000 7.500000 450.000000 37.835827  
0.500000  0.006900 5.000000 7.000000 440.000000 37.832634  
0.500000  0.006950 5.000000 7.000000 440.000000 38.880062  
0.500000  0.007000 5.000000 6.500000 430.000000 39.631950  
0.500000  0.006400 5.500000 8.000000 440.000000 39.832054  
0.500000  0.006450 5.500000 8.000000 440.000000 39.366138  
0.500000  0.006500 5.500000 8.000000 450.000000 38.654079  
0.500000  0.006550 5.500000 8.000000 450.000000 37.722763  
0.500000  0.006600 5.500000 7.500000 440.000000 37.132843  
0.500000  0.006650 5.500000 7.500000 440.000000 37.593094  
0.500000  0.006700 5.500000 7.000000 430.000000 37.816677  
0.500000  0.006750 5.500000 7.500000 450.000000 37.780373  
0.500000  0.006800 5.500000 7.000000 440.000000 37.770042  
0.500000  0.006850 5.500000 6.500000 430.000000 38.872211  
0.500000  0.006900 5.500000 6.500000 430.000000 39.858753  
0.500000  0.006300 6.000000 8.000000 440.000000 39.186909  
0.500000  0.006350 6.000000 8.000000 440.000000 39.131802  
0.500000  0.006400 6.000000 8.000000 450.000000 37.982552  
0.500000  0.006450 6.000000 8.000000 450.000000 37.514576  
0.500000  0.006500 6.000000 7.500000 440.000000 36.857323  
0.500000  0.006550 6.000000 7.000000 430.000000 37.372208  
0.500000  0.006600 6.000000 7.500000 450.000000 37.538429  
0.500000  0.006650 6.000000 7.000000 440.000000 37.765854  
0.500000  0.006700 6.000000 7.000000 440.000000 38.015804  
0.500000  0.006750 6.000000 6.500000 430.000000 39.041538  
0.500000  0.006150 6.500000 8.000000 440.000000 39.755074  
0.500000  0.006200 6.500000 8.000000 440.000000 38.592941  
0.500000  0.006250 6.500000 7.500000 430.000000 38.416195  
0.500000  0.006300 6.500000 8.000000 450.000000 37.311909  
0.500000  0.006350 6.500000 7.500000 440.000000 36.846939  
0.500000  0.006400 6.500000 7.500000 440.000000 36.966904  
0.500000  0.006450 6.500000 7.000000 430.000000 37.361855  
0.500000  0.006500 6.500000 7.500000 450.000000 37.545883  
0.500000  0.006550 6.500000 7.000000 440.000000 37.660385  
0.500000  0.006600 6.500000 6.500000 430.000000 38.870003  
0.500000  0.006650 6.500000 6.500000 430.000000 39.931534  
0.500000  0.006000 7.000000 8.500000 450.000000 39.823441  
0.500000  0.006050 7.000000 8.000000 440.000000 38.567837  
0.500000  0.006100 7.000000 8.000000 440.000000 38.503876  
0.500000  0.006150 7.000000 8.000000 450.000000 37.477871  
0.500000  0.006200 7.000000 7.500000 440.000000 37.132175  
0.500000  0.006250 7.000000 7.500000 440.000000 36.556572  
0.500000  0.006300 7.000000 7.000000 430.000000 37.103855  
0.500000  0.006350 7.000000 7.500000 450.000000 37.388088  
0.500000  0.006400 7.000000 7.000000 440.000000 37.620419  
0.500000  0.006450 7.000000 7.000000 440.000000 38.485226  
0.500000  0.006500 7.000000 6.500000 430.000000 39.571033  
0.500000  0.005850 7.500000 8.500000 450.000000 39.939331  
0.500000  0.005900 7.500000 8.000000 440.000000 38.779652  
0.500000  0.005950 7.500000 8.000000 440.000000 38.054005  
0.500000  0.006000 7.500000 8.000000 450.000000 37.767048  
0.500000  0.006050 7.500000 8.000000 450.000000 36.890034  
0.500000  0.006100 7.500000 7.500000 440.000000 36.387257  
0.500000  0.006150 7.500000 7.000000 430.000000 37.033733  
0.500000  0.006200 7.500000 7.500000 450.000000 37.372883  
0.500000  0.006250 7.500000 7.000000 440.000000 37.678905  
