1.5112	1.64E-05	0.840642584
1.9247	2.19E-05	1.20310114
2.4106	3.07E-05	1.648665104
2.9947	3.80E-05	2.200163809
4.4296	8.58E-05	3.589825103
5.3222	1.03E-04	4.466225832
6.4487	1.17E-04	5.578561646
7.7486	1.35E-04	6.867167901
9.2336	1.51E-04	8.34312132
11.0032	1.67E-04	10.1051089
13.0034	1.79E-04	12.09918741
15.2408	1.82E-04	14.33163748
17.8635	1.82E-04	16.95010991
20.9365	1.88E-04	20.01950167
24.5429	1.72E-04	23.62281807
28.5224	1.90E-04	27.59981957
33.1555	1.80E-04	32.23076579
38.5329	1.95E-04	37.6063151
45.1719	1.75E-04	44.24363779
51.6319	1.80E-04	50.70241965
59.5276	1.56E-04	58.59698976
69.1831	1.68E-04	68.25145852
79.7305	1.87E-04	78.79801742
92.7015	1.55E-04	91.76824545
111.3975	1.69E-04	110.463449
149.2458	1.70E-04	148.3107476
217.4532	1.40E-04	216.5172231
